110	7/2/2021	Gujarat	Surat	Residential Rural	77.3	52.4
111	10/5/2020	Gujarat	Surat	Residential Rural	97.9	10.8
112	11/24/2020	Gujarat	Surat	Residential Rural	7.6	9.6
113	2/13/2021	Gujarat	Surat	Residential Rural	33.7	10.1
114	7/14/2021	Andhra PradeshHyderbad	Industrial Area	57.4	54.8
115	5/9/2021	Gujarat	Surat	Industrial Area	20.7	9.1
116	12/19/2020	Andhra PradeshHyderbad	Residential Rural	89.4	36.7
117	6/14/2021	Gujarat	Surat	Residential Rural	92.5	23.8
118	3/16/2021	Gujarat	Surat	Industrial Area	42.8	26.8
119	10/7/2020	Gujarat	Surat	Residential Rural	25.1	15.7
120	9/20/2021	Gujarat	SuratIndustrial Area	97.5	32.1
121	4/25/2021	Gujarat	Surat	Engineering	60.6	8.0
122	11/4/2020	Gujarat	Surat	Residential Rural	73.7	93.9
123	7/9/2021	Andhra PradeshHyderbad	Industrial Area	87.1	21.3
124	8/19/2021	Gujarat	Surat	Industrial Area	48.1	82.1
125	6/3/2021	Gujarat	Surat	Residential Rural	67.8	82.1
126	8/5/2021	Andhra PradeshHyderbad	Engineering	9.6	23.1
127	6/5/2021	Gujarat	Surat	Industrial Area	34.1	71.8
128	4/11/2021	Andhra PradeshHyderbadIndustrial Area	18.4	71.7
129	2/26/2021	Andhra PradeshHyderbad	Residential Rural	33.9	70.4
130	11/5/2020	Andhra PradeshHyderbad	Residential Rural	61.5	76.9
131	3/3/2021	Andhra PradeshHyderbad	Residential Rural	8.2	16.9
132	6/7/2021	Andhra PradeshHyderbad	Industrial Area	23.0	88.4
133	10/26/2020	Gujarat	Surat	Residential Rural	1.4	79.2
134	3/17/2021	Gujarat	Surat	Residential Rural	79.2	68.9
135	8/13/2021	Andhra PradeshHyderbad	Engineering	21.1	37.4
136	1/25/2021	Andhra PradeshHyderbad	Industrial Area	97.2	38.4
137	5/29/2021	Andhra PradeshHyderbad	Residential Rural	7.7	41.3
138	10/11/2020	Gujarat	Surat	Residential Rural	19.6	16.6
139	9/9/2021	Andhra PradeshHyderbad	Residential Rural	80.4	69.0
140	9/23/2020	Gujarat	SuratIndustrial Area	72.2	75.2
141	11/5/2020	Gujarat	Surat	Industrial Area	70.1	55.9
142	5/25/2021	Andhra PradeshHyderbad	Industrial Area	86.3	98.7
143	1/2/2021	Gujarat	SuratIndustrial Area	67.6	3.6
144	11/16/2020	Andhra PradeshHyderbad	Residential Rural	56.2	53.1
145	12/31/2020	Andhra PradeshHyderbad	Residential Rural	19.7	99.7
146	3/5/2021	Andhra PradeshHyderbad	Residential Rural	29.0	6.7
147	9/21/2020	Gujarat	Surat	Industrial Area	45.0	11.1
148	2/21/2021	Andhra PradeshHyderbad	Industrial Area	27.5	95.4
149	8/6/2021	Andhra PradeshHyderbad	Industrial Area	65.1	32.2
150	9/22/2020	Andhra PradeshHyderbad	Residential Rural	64.9	68.5
151	10/18/2020	Andhra PradeshHyderbad	Residential Rural	69.4	60.6
152	7/31/2021	Andhra PradeshHyderbad	Engineering	60.4	15.2
153	5/12/2021	Gujarat	Surat	Industrial Area	1.2	54.2
154	4/13/2021	Gujarat	Surat	Residential Rural	74.5	65.1
155	9/22/2020	Gujarat	Surat	Residential Rural	85.5	46.1
156	8/13/2021	Andhra PradeshHyderbadIndustrial Area	70.4	66.7
157	1/31/2021	Gujarat	Surat	Industrial Area	5.1	38.2
158	1/20/2021	Gujarat	Surat	Residential Rural	25.2	73.8
159	10/29/2020	Gujarat	SuratIndustrial Area	95.1	33.2
160	11/9/2020	Gujarat	Surat	Industrial Area	80.7	12.5
161	1/3/2021	Gujarat	SuratIndustrial Area	92.9	32.2
162	12/30/2020	Gujarat	Surat	Industrial Area	67.8	44.5
163	9/12/2021	Gujarat	Surat	Industrial Area	46.2	3.3
164	8/21/2021	Andhra PradeshHyderbad	Residential Rural	39.2	41.9
165	4/10/2021	Andhra PradeshHyderbad	Industrial Area	98.0	18.1
166	3/1/2021	Andhra PradeshHyderbad	Engineering	24.6	52.8
167	8/17/2021	Andhra PradeshHyderbad	Residential Rural	79.8	96.5
168	3/21/2021	Andhra PradeshHyderbadIndustrial Area	91.3	26.4
169	1/29/2021	Gujarat	Surat	Industrial Area	56.4	58.8
170	10/21/2020	Gujarat	Surat	Residential Rural	45.1	15.4
171	1/30/2021	Andhra PradeshHyderbad	Residential Rural	91.6	86.5
172	8/21/2021	Andhra PradeshHyderbad	Industrial Area	83.8	95.7
173	11/4/2020	Andhra PradeshHyderbad	Residential Rural	63.6	9.3
174	1/7/2021	Gujarat	Surat	Residential Rural	80.9	72.3
175	12/27/2020	Gujarat	Surat	Industrial Area	48.8	1.3
176	3/6/2021	Andhra PradeshHyderbad	Industrial Area	45.4	47.0
177	1/31/2021	Gujarat	Surat	Residential Rural	25.6	3.5
178	4/15/2021	Gujarat	Surat	Residential Rural	25.3	44.1
179	3/27/2021	Andhra PradeshHyderbad	Residential Rural	51.0	75.6
180	3/15/2021	Andhra PradeshHyderbad	Residential Rural	65.8	18.7
181	10/13/2020	Andhra PradeshHyderbad	Residential Rural	44.7	38.5
182	3/3/2021	Gujarat	Surat	Residential Rural	74.6	19.0
183	11/4/2020	Andhra PradeshHyderbad	Industrial Area	50.5	85.7
184	12/30/2020	Gujarat	Surat	Residential Rural	67.8	40.8
185	5/15/2021	Andhra PradeshHyderbad	Residential Rural	82.6	80.7
186	9/19/2021	Gujarat	Surat	Industrial Area	64.0	27.5
187	6/28/2021	Gujarat	Surat	Residential Rural	6.9	65.1
188	12/9/2020	Andhra PradeshHyderbad	Industrial Area	73.7	12.1
189	5/8/2021	Andhra PradeshHyderbad	Industrial Area	53.3	74.3
190	7/14/2021	Andhra PradeshHyderbadIndustrial Area	49.9	83.3
191	2/11/2021	Gujarat	Surat	Residential Rural	7.9	15.9
192	7/26/2021	Andhra PradeshHyderbad	Industrial Area	21.1	57.4
193	2/17/2021	Andhra PradeshHyderbad	Residential Rural	53.8	79.8
194	12/8/2020	Andhra PradeshHyderbad	Industrial Area	18.9	68.8
195	9/15/2021	Gujarat	Surat	Residential Rural	48.2	43.7
196	8/10/2021	Gujarat	SuratIndustrial Area	94.0	98.3
197	2/8/2021	Gujarat	Surat	Residential Rural	37.6	4.1
198	8/29/2021	Gujarat	Surat	Industrial Area	28.9	42.2
199	10/7/2020	Andhra PradeshHyderbad	Residential Rural	19.1	72.1
200	1/25/2021	Andhra PradeshHyderbad	Residential Rural	43.6	50.8
201	2/15/2021	Gujarat	Surat	Residential Rural	30.5	4.4
202	6/17/2021	Gujarat	Surat	Industrial Area	61.0	22.7
203	10/10/2020	Andhra PradeshHyderbad	Industrial Area	96.7	39.5
204	1/11/2021	Andhra PradeshHyderbad	Industrial Area	41.7	47.1
205	1/31/2021	Andhra PradeshHyderbad	Residential Rural	81.1	82.3
206	12/7/2020	Gujarat	Surat	Residential Rural	85.2	25.4
207	12/18/2020	Gujarat	Surat	Industrial Area	18.2	24.9
208	1/9/2021	Gujarat	Surat	Residential Rural	88.2	21.2
209	7/7/2021	Gujarat	Surat	Residential Rural	35.8	83.1
210	5/4/2021	Andhra PradeshHyderbad	Residential Rural	17.2	93.4
211	11/28/2020	Andhra PradeshHyderbad	Industrial Area	97.9	8.7
212	2/12/2021	Gujarat	Surat	Residential Rural	12.2	42.3
213	11/5/2020	Gujarat	Surat	Industrial Area	48.9	81.8
214	5/1/2021	Andhra PradeshHyderbad	Residential Rural	7.8	97.5
215	9/24/2020	Gujarat	Surat	Residential Rural	53.1	93.1
216	10/27/2020	Gujarat	Surat	Residential Rural	49.4	93.4
217	4/28/2021	Andhra PradeshHyderbad	Industrial Area	40.2	21.6
218	10/14/2020	Andhra PradeshHyderbad	Industrial Area	89.4	96.9
219	6/9/2021	Andhra PradeshHyderbad	Engineering	33.2	28.8
220	1/12/2021	Gujarat	Surat	Residential Rural	32.1	17.0
221	7/5/2021	Andhra PradeshHyderbad	Residential Rural	85.4	41.9
222	8/1/2021	Andhra PradeshHyderbad	Residential Rural	74.3	85.1
223	5/10/2021	Andhra PradeshHyderbad	Residential Rural	17.1	74.9
224	5/31/2021	Andhra PradeshHyderbad	Industrial Area	80.8	18.2
225	10/5/2020	Andhra PradeshHyderbad	Engineering	88.3	17.4
226	8/8/2021	Gujarat	Surat	Residential Rural	22.9	9.5
227	4/28/2021	Gujarat	Surat	Residential Rural	27.2	59.0
228	6/5/2021	Gujarat	Surat	Residential Rural	80.6	99.9
229	2/7/2021	Andhra PradeshHyderbad	Residential Rural	52.0	98.7
230	6/21/2021	Gujarat	Surat	Industrial Area	43.4	19.9
231	9/19/2021	Andhra PradeshHyderbad	Residential Rural	42.7	66.6
232	8/9/2021	Gujarat	SuratIndustrial Area	8.7	90.4
233	11/11/2020	Andhra PradeshHyderbad	Industrial Area	54.0	1.5
234	9/2/2021	Andhra PradeshHyderbad	Residential Rural	52.4	10.2
235	4/30/2021	Andhra PradeshHyderbad	Industrial Area	53.9	75.8
236	8/9/2021	Gujarat	Surat	Industrial Area	89.8	52.7
237	1/17/2021	Gujarat	SuratIndustrial Area	31.1	64.0
238	5/18/2021	Gujarat	Surat	Residential Rural	68.9	93.7
239	12/8/2020	Gujarat	Surat	Industrial Area	58.3	88.3
240	2/20/2021	Andhra PradeshHyderbad	Residential Rural	53.1	68.8
241	9/1/2021	Andhra PradeshHyderbad	Industrial Area	59.6	51.5
242	8/15/2021	Andhra PradeshHyderbad	Industrial Area	57.1	37.6
243	10/24/2020	Gujarat	Surat	Residential Rural	18.4	42.3
244	7/9/2021	Gujarat	Surat	Industrial Area	54.5	6.0
245	7/12/2021	Andhra PradeshHyderbadIndustrial Area	33.7	81.1
246	12/9/2020	Gujarat	Surat	Residential Rural	45.5	8.6
247	1/2/2021	Andhra PradeshHyderbad	Residential Rural	62.2	33.2
248	3/14/2021	Andhra PradeshHyderbad	Engineering	4.3	62.8
249	12/13/2020	Andhra PradeshHyderbad	Residential Rural	98.7	12.8
250	6/28/2021	Andhra PradeshHyderbad	Residential Rural	67.5	66.1
251	12/11/2020	Andhra PradeshHyderbad	Residential Rural	16.9	8.8
252	9/14/2021	Andhra PradeshHyderbad	Industrial Area	10.0	8.9
253	8/30/2021	Gujarat	Surat	Residential Rural	55.7	17.6
254	1/31/2021	Andhra PradeshHyderbad	Engineering	2.6	87.7
255	1/13/2021	Gujarat	Surat	Residential Rural	74.2	12.7
256	7/8/2021	Andhra PradeshHyderbad	Industrial Area	16.3	18.8
257	8/1/2021	Andhra PradeshHyderbad	Industrial Area	56.4	46.5
258	3/14/2021	Andhra PradeshHyderbadIndustrial Area	5.5	16.9
259	6/18/2021	Andhra PradeshHyderbad	Residential Rural	91.1	15.9
260	11/5/2020	Andhra PradeshHyderbadIndustrial Area	76.5	29.5
261	12/10/2020	Andhra PradeshHyderbad	Industrial Area	53.0	74.1
262	7/30/2021	Andhra PradeshHyderbad	Industrial Area	98.6	92.5
263	11/3/2020	Andhra PradeshHyderbad	Residential Rural	75.2	16.3
264	1/28/2021	Gujarat	SuratIndustrial Area	30.2	48.0
265	9/20/2020	Andhra PradeshHyderbad	Engineering	18.7	46.5
266	7/20/2021	Andhra PradeshHyderbad	Residential Rural	80.7	92.2
267	3/21/2021	Gujarat	Surat	Industrial Area	57.9	35.4
268	3/2/2021	Andhra PradeshHyderbad	Residential Rural	11.0	82.8
269	5/29/2021	Andhra PradeshHyderbad	Industrial Area	33.0	98.2
270	6/21/2021	Andhra PradeshHyderbad	Industrial Area	82.6	25.3
271	4/16/2021	Andhra PradeshHyderbad	Engineering	31.0	97.0
272	8/7/2021	Andhra PradeshHyderbad	Industrial Area	92.5	91.3
273	4/29/2021	Gujarat	Surat	Industrial Area	98.8	72.0
274	4/7/2021	Andhra PradeshHyderbad	Engineering	63.3	72.5
275	12/23/2020	Gujarat	Surat	Residential Rural	19.0	55.4
276	8/7/2021	Gujarat	Surat	Residential Rural	91.9	4.2
277	9/22/2020	Gujarat	Surat	Industrial Area	93.5	51.4
278	12/3/2020	Gujarat	Surat	Industrial Area	57.3	84.2
279	7/2/2021	Andhra PradeshHyderbad	Residential Rural	70.2	86.5
280	7/28/2021	Andhra PradeshHyderbad	Residential Rural	89.3	24.4
281	6/19/2021	Andhra PradeshHyderbad	Residential Rural	19.5	77.7
282	4/17/2021	Andhra PradeshHyderbad	Residential Rural	19.4	88.6
283	1/20/2021	Gujarat	Surat	Residential Rural	39.2	43.6
284	4/3/2021	Andhra PradeshHyderbad	Residential Rural	48.8	23.1
285	1/5/2021	Gujarat	Surat	Industrial Area	55.2	24.8
286	7/1/2021	Andhra PradeshHyderbad	Residential Rural	84.9	78.6
287	2/28/2021	Andhra PradeshHyderbad	Residential Rural	4.6	42.8
288	5/23/2021	Andhra PradeshHyderbad	Residential Rural	11.8	32.9
289	7/4/2021	Andhra PradeshHyderbad	Industrial Area	36.8	12.4
290	7/12/2021	Andhra PradeshHyderbad	Residential Rural	50.4	55.4
291	8/29/2021	Andhra PradeshHyderbad	Engineering	82.6	51.2
292	9/13/2021	Gujarat	Surat	Industrial Area	13.7	20.9
293	8/21/2021	Gujarat	SuratIndustrial Area	18.4	73.0
294	11/10/2020	Andhra PradeshHyderbad	Industrial Area	69.5	13.7
295	6/17/2021	Gujarat	Surat	Industrial Area	84.7	83.5
296	4/12/2021	Gujarat	Surat	Residential Rural	32.0	75.0
297	1/28/2021	Gujarat	Surat	Residential Rural	28.4	17.3
298	10/22/2020	Andhra PradeshHyderbad	Industrial Area	13.8	26.1
299	11/29/2020	Gujarat	Surat	Residential Rural	20.6	27.0
300	4/29/2021	Andhra PradeshHyderbad	Industrial Area	96.8	68.5
301	4/1/2021	Gujarat	SuratIndustrial Area	61.6	45.3
302	9/15/2021	Gujarat	Surat	Residential Rural	3.5	69.5
303	7/2/2021	Gujarat	Surat	Industrial Area	24.0	96.7
304	8/6/2021	Gujarat	Surat	Industrial Area	78.2	92.3
305	3/2/2021	Andhra PradeshHyderbad	Engineering	46.6	96.0
306	10/11/2020	Gujarat	Surat	Residential Rural	91.9	18.5
307	8/28/2021	Andhra PradeshHyderbad	Residential Rural	21.8	94.0
308	6/23/2021	Gujarat	Surat	Residential Rural	66.3	68.7
309	2/24/2021	Andhra PradeshHyderbad	Residential Rural	13.7	44.7
310	11/5/2020	Gujarat	Surat	Residential Rural	28.0	38.7
311	2/5/2021	Gujarat	Surat	Residential Rural	93.9	50.6
312	12/3/2020	Andhra PradeshHyderbadIndustrial Area	91.4	13.4
313	5/21/2021	Andhra PradeshHyderbad	Industrial Area	93.9	96.0
314	12/6/2020	Andhra PradeshHyderbad	Industrial Area	13.3	12.2
315	10/23/2020	Andhra PradeshHyderbad	Residential Rural	57.4	85.6
316	10/8/2020	Gujarat	Surat	Industrial Area	99.5	22.6
317	7/8/2021	Gujarat	Surat	Engineering	68.1	95.9
318	9/18/2021	Gujarat	Surat	Engineering	53.7	14.3
319	8/9/2021	Andhra PradeshHyderbad	Residential Rural	89.5	54.5
320	5/7/2021	Andhra PradeshHyderbad	Industrial Area	90.2	54.3
321	4/23/2021	Gujarat	Surat	Residential Rural	54.8	6.3
322	6/24/2021	Gujarat	Surat	Engineering	24.1	50.8
323	5/3/2021	Andhra PradeshHyderbad	Industrial Area	61.4	69.5
324	7/16/2021	Gujarat	Surat	Residential Rural	11.1	66.1
325	8/16/2021	Gujarat	Surat	Residential Rural	4.6	11.9
326	11/12/2020	Andhra PradeshHyderbad	Residential Rural	17.1	43.4
327	9/17/2021	Gujarat	Surat	Industrial Area	96.0	40.3
328	5/3/2021	Andhra PradeshHyderbad	Industrial Area	85.0	63.9
329	12/26/2020	Andhra PradeshHyderbad	Engineering	58.7	8.0
330	5/27/2021	Gujarat	SuratIndustrial Area	27.3	67.6
331	11/6/2020	Andhra PradeshHyderbad	Engineering	99.6	41.8
332	3/16/2021	Andhra PradeshHyderbad	Industrial Area	97.6	32.3
333	2/27/2021	Gujarat	Surat	Residential Rural	16.0	7.6
334	7/25/2021	Gujarat	Surat	Industrial Area	85.7	44.4
335	4/1/2021	Gujarat	Surat	Residential Rural	96.8	77.2
336	9/21/2020	Gujarat	Surat	Residential Rural	24.3	53.5
337	11/12/2020	Andhra PradeshHyderbad	Residential Rural	62.7	42.2
338	9/14/2021	Gujarat	Surat	Engineering	92.4	24.9
339	2/17/2021	Andhra PradeshHyderbad	Residential Rural	57.9	32.1
340	8/3/2021	Andhra PradeshHyderbad	Engineering	34.9	79.0
341	11/18/2020	Gujarat	Surat	Residential Rural	14.9	46.4
342	8/8/2021	Gujarat	Surat	Industrial Area	86.3	1.9
343	10/8/2020	Gujarat	Surat	Industrial Area	7.6	40.2
344	3/5/2021	Gujarat	Surat	Industrial Area	53.4	81.8
345	8/21/2021	Gujarat	Surat	Residential Rural	9.3	29.1
346	11/4/2020	Gujarat	Surat	Residential Rural	17.7	57.8
347	2/14/2021	Gujarat	Surat	Industrial Area	88.8	54.7
348	4/22/2021	Andhra PradeshHyderbad	Residential Rural	2.3	99.3
349	6/22/2021	Gujarat	SuratIndustrial Area	42.0	24.2
350	3/7/2021	Andhra PradeshHyderbad	Residential Rural	71.4	75.7
351	3/10/2021	Gujarat	Surat	Industrial Area	15.3	58.1
352	2/17/2021	Gujarat	Surat	Industrial Area	24.8	17.7
353	5/21/2021	Gujarat	Surat	Residential Rural	87.0	90.7
354	6/16/2021	Andhra PradeshHyderbad	Residential Rural	80.8	87.4
355	7/23/2021	Gujarat	Surat	Industrial Area	97.8	29.4
356	11/22/2020	Andhra PradeshHyderbad	Residential Rural	51.3	7.4
357	9/11/2021	Gujarat	Surat	Industrial Area	75.3	7.8
358	2/20/2021	Andhra PradeshHyderbad	Industrial Area	38.6	78.7
359	10/4/2020	Andhra PradeshHyderbad	Industrial Area	9.6	37.7
360	3/9/2021	Andhra PradeshHyderbad	Industrial Area	67.4	63.1
361	3/22/2021	Andhra PradeshHyderbad	Industrial Area	35.5	27.5
362	2/17/2021	Andhra PradeshHyderbad	Industrial Area	96.7	89.5
363	7/26/2021	Andhra PradeshHyderbad	Residential Rural	57.0	24.6
364	7/23/2021	Andhra PradeshHyderbad	Industrial Area	72.0	16.9
365	6/21/2021	Andhra PradeshHyderbadIndustrial Area	92.5	34.3
366	1/6/2021	Gujarat	Surat	Residential Rural	74.1	38.7
367	2/28/2021	Andhra PradeshHyderbad	Industrial Area	82.1	32.4
368	10/11/2020	Andhra PradeshHyderbad	Residential Rural	63.1	75.2
369	5/29/2021	Gujarat	Surat	Residential Rural	32.8	68.5
370	4/4/2021	Andhra PradeshHyderbad	Residential Rural	71.0	34.0
371	10/23/2020	Andhra PradeshHyderbad	Industrial Area	19.3	80.1
372	1/17/2021	Andhra PradeshHyderbad	Engineering	32.2	56.6
373	10/1/2020	Gujarat	Surat	Residential Rural	50.8	41.8
374	4/6/2021	Andhra PradeshHyderbad	Residential Rural	25.6	63.7
375	12/22/2020	Gujarat	Surat	Industrial Area	29.0	92.0
376	7/30/2021	Andhra PradeshHyderbad	Residential Rural	77.1	22.9
377	12/24/2020	Andhra PradeshHyderbad	Industrial Area	92.7	40.8
378	3/5/2021	Andhra PradeshHyderbad	Residential Rural	24.4	21.0
379	6/27/2021	Andhra PradeshHyderbad	Residential Rural	46.3	13.8
380	3/22/2021	Andhra PradeshHyderbadIndustrial Area	1.5	66.8
381	8/30/2021	Andhra PradeshHyderbadIndustrial Area	10.3	52.9
382	10/27/2020	Gujarat	Surat	Residential Rural	3.5	51.8
383	9/1/2021	Gujarat	SuratIndustrial Area	99.1	51.8
384	10/7/2020	Andhra PradeshHyderbad	Engineering	8.1	39.6
385	5/1/2021	Andhra PradeshHyderbad	Residential Rural	11.5	46.6
386	2/10/2021	Andhra PradeshHyderbad	Residential Rural	36.1	76.1
387	5/28/2021	Gujarat	Surat	Industrial Area	98.2	36.8
388	9/5/2021	Andhra PradeshHyderbad	Industrial Area	48.3	38.7
389	12/26/2020	Andhra PradeshHyderbad	Engineering	83.2	17.8
